audiocap_id,youtube_id,start_time,caption
62745,XQg2lpSujvQ,50,Some objects vibrate nearby
62740,XQPn5AJSSNw,30,"As a large engine runs nearby, many emergency siren come closer and closer"
62741,XQSBmrQt4pc,30,"A person talks nearby, after which a door closes and a car starts in the distance"
3311,0JVINGZaGPE,90,Cars racing and engines sounding loudly
3310,0JTkSYV0CM0,30,A medium engine starting
3313,0JY5PyN2EpA,550,The buzzing sound of a swarm of insects like bees or wasps and a metal clanking with male voice a bit later
3312,0JXBk7fyxe0,6,The water is running in a stream
3315,0JdwUmfLVEE,30,Going down water slide
3314,0JbIFSmpkQI,40,Water splashing into a tub while a woman speaks
3317,0JmaNGLykl8,9,High pitched speaking followed by a short high pitched meow
3316,0Jf_ywV79LE,30,A bird cooing
101288,yrC_c-TjnxY,30,A power tool drilling followed by guitar music playing and a woman singing
14606,4xb964qWHnA,30,Water is flowing
18580,6kMc2DxH_Mw,190,People speak and wind blows before an engine revs
18583,6kV_ItsDBPI,30,Traffic passes by
72220,d63tygLxHPQ,10,Someone types on a keyboard
14605,4xavnNOzE6U,30,Woman speaking calmly
99610,xWQAWcmOTqI,22,Faint tick-tocking with white noise
14602,4x_oIcDp7-8,30,A woman is talking
72222,d6BSjXacxF4,0,"Goats bleat, burp, and scream in the distance"
14603,4xak8Io_-kc,30,"A motor is running, a child laughs and speaks, and a grunt occurs"
91365,rDUaSnfrVRQ,90,"Gunshots ring out, stop a few seconds and begin again"
29398,C2FpZ50siIM,20,A bell chiming with white noise
29399,C2GnQIL8Qk4,20,Farm animals vocalize bleats and baas followed by walking sounds outdoors
100703,yNhN9LwbJWU,280,Birds tweets and chicken crows while person speech and laugh
29396,C2AsYtV6O5I,11,A gunshot sounds shortly followed by a squeaky sound and door slamming
18586,6k_3ijkbzkk,30,A woman speaks then others speak
29392,C2-RZpNK0PA,190,Clinking and banging
630,-E_kI8jY2_0,30,A person is typing on a keyboard
632,-EcHYnFsGkw,28,One slow musical note
633,-EcQWP49XO0,480,A ring tone of a cellular phone
634,-Ef0YmW7OVg,30,Indistinguishable noises with children talking in the background
635,-EfASI0k7JY,24,Small dog yelping barking and male talking and female laughing
23138,8xyP9EgV5uk,24,"A motor vehicle engine is idling and vibrating, and it fades"
637,-Ehq-x_csng,0,A constant beep is heard non stop
638,-EijLRKj2n4,30,A vehicle is passing by loudly
639,-EjIWnnYgpc,30,Rain is falling on solid ground with a slight whir and splashing of water
23134,8xrF-zogXY4,30,People speak followed by a loud explosion in the distance with the people screaming
23135,8xrsQ1tcO6Y,30,A loud hissing and bell ringing
23132,8xpSvWnchQE,40,A faint scraping followed by a man speaking
23133,8xr27ZMQA-0,30,"A bell sounds, a man speaks followed by a cat making noises"
23130,8xnbMFQDdm4,11,Rapid clip-clop followed by a muffled female voice
23131,8xny9pVDHyY,23,Birds are tweeting and then there is a muffled clicking noise
59425,V7GyCQegZGk,180,A telephone ring tone plays
59427,V7Lja6G3VsI,0,Birds tweet in the background as someone takes photos
72199,d55UQEWwDN8,150,A fast car accelerates and skids
59421,V722TesVMgs,20,A woman talks while a baby cries
59423,V7Fcv63Frzc,90,A man speaks then whistles
59422,V780c7VfY_c,30,Synthesized music track with random samples
72193,d4o13mm2Q64,420,Several children speak then a man speaks
97679,w2jLw6GERro,14,Tapping noises with birds tweeting in the distance followed by a man speaking
72195,d4skl55FP7Q,40,Pops and bangs of fireworks exploding
73824,eGUMIJ28jxg,0,"Clicking occurs, traffic is passing, and a car door closes"
76605,gKNGyCL0U-0,0,Dogs barking and howling
78767,hsDY5tP_MYo,30,"A police siren sounds, followed by some yelling in the distance, during and after which the siren continues"
65105,Z1zOTX3uKcw,140,A woman and a man speak and a woman laughs
78762,hs4icsFLK8s,30,A man talks and a duck quacks nearby
78760,hrxUUy7Fir8,0,Several fast gunshots followed by murmuring
29642,CAfRa53wda0,30,Muffled murmuring and laughter with rustling and light wind
31156,CzotiifbywI,30,An infant crying
31155,CzkkXD2fTvU,30,A man speaks nearby as rain falls rapidly close by
29644,CAlqLHEoebI,30,A machine buzzing followed by silence
31150,CzZi6J-YJa0,53,A crowd of people talking while a man speaks over an intercom followed by a motorbike engine revving
3869,0YI4Kzdi4V4,22,Vehicle engine idling loudly
3868,0YG18rDoscA,30,"She is speaking, wind is hitting microphone"
72446,dG_gdoz0r0E,30,A vehicle engine revs
91941,rdt00e8bSg4,70,A car engine revs up twice and then revs down
3863,0Y0A5yQO9eY,30,Rushing water outdoors
3862,0XxwoSNkboQ,24,A chant is going on
3861,0Xv7Tucl5Vs,30,Cars racing and tires squealing outside
3860,0Xtm7JelYa0,30,A man speaks over the sounds of a vehicle
3867,0YD7EUnhZQE,380,A man speaks while a bell rings
3866,0Y98tzWJkjw,140,Multiple emergency siren noises sounding with traffic noise faint in the background
3865,0Y1fEvTB5zw,30,Man giving a speech loudly
3864,0Y1dEz_tVlE,30,A motor vehicle engine is revving
32751,Dpa8VeyU72Y,230,A baby cries and a man speaks
73570,e4BLO2Qc-o8,30,An insect flies nearby while different animal make noises far away
79111,i5iYTrolKFs,80,A train horn sounds and passes on a track
34671,Euk5gkihYJY,180,A man speaks and wood is being tapped
34672,EukZbBO1YFU,30,A woman speaks with her voice echoing
34674,Euuy2GaBs-I,130,Water trickling and waves softly crashing alongside a woman faintly speaking in the background followed by a young boy speaking as wind blows continuously into a microphone
34676,Ev0HfbLjCkU,130,Young people and adults talk and laugh with a waterfall in the background and kids yelling far away
100108,xuTMAOlsAm0,30,A mans voice over a phone followed by a woman speaking and some light rustling
100109,xuWUGPaJ_4E,7,Men speak with wind blowing then a loud burst
66116,Zj4Vie3F7a0,190,Something sizzles and an older man speaks slowly while setting something down with a clank
66115,Zj4O61hxKsM,270,A man talking as a small motor hums
66113,ZizDPELZYxs,90,A drill works
66111,ZisAqT-GCXs,30,Male voice speaks in horse race
50022,OkVkcP4XzkE,12,A person whistles and types
50023,OkWjUZzcAVA,20,Loud rushing followed by deep pitched clunk
50024,OkX7ZwLvnzA,180,A spray is triggered then a woman talks and then an object is triggered
50025,Ok_l9r7ju4s,30,A man talks and a cat meows
61467,WWT5AZQuAOA,30,Soft mechanical beeps and then a man talks and as the man talks a few more beeps go off
61465,WWPPd9c_E-I,10,Something walks around and a sheep bleats in the background
61461,WWAHmidK_fs,15,A vehicle engine vibrates
55212,SCUYoQvO3Aw,10,An engine revving intermittently
55213,SCW154QLlgc,40,Ducks quacking as water trickles and splashes with plastic clacking
32753,Dpf63lbDvKk,30,A loud motor running
92666,sCB4MWq1i_s,30,Some birds tweet far away
4519,0nbo6g1KQ1k,30,Crumpling while dog whimpers
24649,9jsgYmHj8UM,30,A woman speaking with a crowd murmuring in the background
24648,9jrPa4NkxDY,0,"Loud, boisterous applause with cheering begins and continues"
28117,BOoSLlgufHs,30,Water splashing and wind blowing into a microphone followed by a man speaking loudly then plastic rattling
28110,BOVyRevryDI,5,White noise with an engine running in the distance followed by a loud honk
28113,BOcBYNcln7k,30,A mad man speaks fast and loud while people talk and interrupt him
4513,0nVK517qUfY,30,Engine idling speeding up then slowing way down to idle
24641,9jXSdGMjnN8,100,A child coos and sneezes
24640,9jWps6LG_Bg,0,A vehicle beeps multiple times loudly nearby
24643,9jYy-LdBOlU,30,Child whimpering followed by a man speaking
24642,9jXwjer9-CY,390,Rotating helicopter blades followed by gusts of winds
24644,9jZxTYMxXZg,17,Engine running with speech and light wind
24647,9jkZn8hnKYc,30,A woman speaking
24646,9jgTvZM03Lo,30,A man speaking continuously
22777,8mMg7gIGEvQ,320,A male voice followed by a gun being shot several times and a man's voice
22776,8mLx4LIg8Ug,100,A woman s is speaking and young child laughing
22775,8mG2wBPXiMY,4,A woman is speaking and audience clapping
22774,8mBnSYOjMFU,30,"A man speaks, accompanied by background noises and coughs, then the crowd laughs lightly"
22773,8mAerEnImQw,140,Noise is being made by items clinking
22772,8m8pZ2oFv1s,30,A woman is speaking
22771,8m8AV0K71G0,30,A male voice giving a speech
70033,bWFkAF52Jlo,80,Clicks with some rustling and a man speaking
31788,DLKDQyjlmMc,30,A child crying followed by a female speaking
22779,8mP42PHOOMc,10,A small baby crying and a man speaking
22778,8mOksvfiImI,130,A phone is ringing and man speaking
73312,dsfD7LBnjOg,290,Food sizzles in a pan while a woman speaks
73311,dscQJaLwtF8,30,A helicopter engine runs and wind blows
89632,psAxcZiX-YQ,50,Water whooshes forcefully and ripples
77674,h4ZyeDWJ8Wk,30,"A person shouts and dribbles a ball, followed by a beeping sound in the background"
70031,bW7U9FHlR24,10,Bird sing and chirping
73315,dssgmGFANiE,9,Vehicles driving by as crickets chirp followed by a vehicle horn honking then a young man talking
77678,h4fYmn-oXjk,4,Wind sounds are followed by an accelerating engine
38942,H_7ASyrlaWk,30,A man is speaking and yelling while a woman laughs
90902,qqZ2gVkbHGU,30,Several emergency sirens are triggered
31849,DMtUvX8y87M,20,Dog barking followed by a woman talking and giggling
89637,psW9S32OYYw,30,Women speak as music plays and dishes are scraped
11648,3gwAXQslyjE,0,A person breathing then sneezing
31845,DMooGzvGkrA,30,Music plays as girls speak with some snapping and a digital beep
31844,DMo1qXx_Z7o,270,Several birds tweet and dogs bark far away
31847,DMsYQ1QU_-E,20,An engine of a motor vehicle is running with laughter in the background.
31846,DMqt5vUQnDY,10,A man speaks and scrapes something against wood
32636,DldUEH49gkE,30,The wind blows as birds chirp slowly and then footsteps on a path
32635,Dlc-9KO-jmA,25,Clip-clopping followed by murmuring with some rustling
101279,yqbb8dSxTeo,40,Water tickles while a man talks with a buzzing in the background
101278,yqXI0OVN3zw,9,Low rustling with small pops and slow motion speaking
101275,yqTyDQjwtRQ,30,A child complains and an adult speeches while other child laughs
101274,yqQzLWO15GA,70,A motor vehicle engine is revving with room sounds
101277,yqWJl0E-KWI,30,A woman speaking and then a dog barking
101276,yqVb2fK60Yw,30,Wail of a passing siren
101271,yqNpfc_AsfY,500,Music playing with water splashing and a man and child speaking
101270,yqKxXpErIMI,90,A woman speaks as children speak in the distance
101273,yqOfQePeFEs,150,"Several mechanical clicking sounds, and a man gasps, while an aircraft pressurizes"
101272,yqNs-sQpt1E,240,Mechanical humming and vibrating with some hissing
71591,cexeN7uo_X0,90,Plastic squeaking followed by a woman laughing and liquid splashing then a kid and woman talking
56744,TGFaJ09UCb0,0,"A child screams, and another child is speaking"
38493,HHgZuQMXJiA,11,A woman speaking with clanking and brief quacking in the background
38498,HHn-zjzIT5U,590,Bee buzzing and bird calls occur simultaneously with a man speaking
51373,PaWhD-nlzDo,30,Humming in the distance with a man speaking
31787,DLIXk3NeXp0,40,A man whistles followed by a horse whiny then that man shushes the horse
4563,0ouc-62qlYM,30,A ticking noise overshadows a quiet masculine voice
11641,3gdNYbd0zxI,30,Door clanking followed by speech
4561,0orjruw1cZw,30,Small motor whining
4560,0oqhx6Y7zkk,30,A cat meowing after a man speaking
4567,0owoOrZH2mI,28,Cats meowing and purring
4566,0owaNULPrf8,13,Man sneezes during his speech
4565,0ovumST5Js8,30,Loud continuous water movement
9420,2mbahZqynTI,0,A goat bleating with a low sound of children in the back
4569,0p0rwDv8Mg4,30,An older man chants and sings as some people react
4568,0ox5P4Rqhqk,30,Man and woman talking and baby crying
11643,3giZedEDX-s,130,"An adult male whistles a tune, then speaks"
74097,eTq42dFxHjc,25,An infant crying
9422,2mgALEJv8Zs,30,Woman giving speech
74090,eTaHwkwoSb8,7,Hissing followed by a boy speaking then a loud burst and laughter with the boy screaming
62066,Wwxxx90xZ2g,190,A person talking with sizzling and a chopping sound
9425,2mmXoqiCOcM,30,"Female speaking in a somber voice, followed by a female speaking"
11644,3gjF-cVb_m4,30,Meowing cat followed by silence
9427,2mpizqLN0Y4,60,"Truck engine rattling, popping, ticking, clicking and idling"
9426,2mnn3rimUDY,30,"People speak, some static electric noise, a baby cries"
52767,QXa6xcLL5yQ,10,"Water running followed dripping, tapping and then whooshing"
73512,e1ayebRKOlQ,150,A man speaks and an engine runs quickly
52765,QX_6yz_azYs,350,"A person talks nearby, and then pots and pans clangs, after which a person speaks"
25206,A0OkS-1XSaI,30,Rustling and cracking with wind blowing briefly
25207,A0PDm9HIU4s,19,"A large truck revs the motor, a crowd cheers, and an announcer speaks"
25204,A0MR2JwrKj0,40,Engine running with heavy wind
25205,A0Mc3opnKO0,50,Clicks followed by a beeping alarm
25202,A0Lpt0VWYCA,50,Two women are speaking on a telephone and sudden dialing tone
25203,A0MPKKrCA-0,230,A vehicle revs and accelerate away with a murmuring crowd
25200,A0JObPRCzn0,10,"Loud, high pitched drilling"
25201,A0LFfiR11Pg,30,Waves crashing and light wind
25208,A0PyacIEDaU,21,Crunching steps and a slam
25209,A0TfSvxGbfo,27,"Loud, continuous buzzing"
74321,edsBWSssJfc,20,Someone is speaking in the background as a small tool engine revs up followed by a man speaking
28783,BiPAI32x58k,200,A machine runs and a man speaks
74327,ee9_JP8sdyE,10,Motorized humming and vibrating with a man speaking briefly and faintly
74326,ee8d8Ljboj8,10,Clip-clop of horse hooves
54156,RWGrZEROVGI,30,"A vehicle idles nearby, and then a person starts to talk very close by while the vehicle continues to idle"
100024,xpzgu6oRSJs,90,An adult man speaks as a drill is used
42960,K8QpjvggppI,90,A man is speaking loudly and followed by a short train horn
42961,K8RXUw5VdZI,8,Humming and whooshing repeating
42963,K8Vyj2Eum8I,20,An emergency vehicle siren sounding as a dog whimpers then howls
42965,K8YKMcYFWBc,90,"As a woman speaks, a young kid make a declaration and a person whistles and a young male shouts out excitedly"
88566,p5Au9FWL27U,30,Pigeons coo and click and a man grunts a word
41439,JAIOdCJjSMU,490,People talks and a woman is mumbling
41438,JADUidzv8Y8,0,Some babies cry while a man talks and laugh
87097,nzTytUZajAs,270,Water splashing with humming and ringing with people speaking
45991,M74aF3oOZJ8,20,"Random buzzing of an insect, varying in loudness"
41431,JA-SQtx1WnE,30,Rapid beeping while a man is speaking
41430,J9z_959Okok,30,Swish sounds and constant clunking with scant speech in the background
45997,M7Xdwghu5Dc,10,Humming followed by a toilet flush
94528,tcrjISebLjw,30,An emergency siren is triggered and moves getting closer
83964,lg-1Ie9rYLg,170,A whirring noise and people talking and birds chirping
83963,lfzD0gCFpss,30,Sirens ring and approach as a man speaks in the foreground
83962,lfwzy4actTA,430,"Liquid pumps through a machine loudly, and then a goat bleats"
71314,cSURZuti4dU,30,Clicking and rustling with a pigeon cooing
71316,cSeTVaOmyBA,30,A train running on railroad tracks alongside steam briefly hissing
64311,YUAqjDf8yC8,30,A choppy piano plays constantly in the background as a fire truck siren goes off
94522,tcesn-n4iHw,27,A person speaks followed by several dogs barking then several men speaking
33147,E36zWUiQTSY,30,Speedboat engine running
33144,E33naPjhK4E,60,Rustling and vibrating with a person speaking briefly
30498,CcqT2P8JDsw,30,A man is talking and chanting uninterruptedly
36801,GEKsRozjDcE,240,Loud sawing sound
70956,cArqJGYgF3U,30,Something sprays a liquid and it crackles and echoes softly for a little
70958,cAtcoduZK6o,160,A large engine runs as the vehicle sits without moving
70959,cAuKPmdrjts,30,Toilet flushing followed by handle click
64314,YUNHHDOaQHI,100,Someone is speaking while paper is rustling
60678,VyDSbrvsg9k,340,A whirring noise with music in the background
25357,A4cCtuUiUvg,30,"Loud, continuous drilling"
7018,1oCNbjo7SRc,24,Some wet clicking and gurgling
7019,1oE-sd3ERkY,30,Creaking mixed with a man speaking and multiple large footsteps
7017,1oAU2TfOddg,0,A car speeds past as a man speaks
7014,1o4vjxapflo,30,Train chugging and blowing horn
7015,1o6SzWzGNpg,560,"A man speaks, a large hum"
7012,1o-N0LvsQC4,20,A frog croaking making low and high croaks
7013,1o-xdexH2gE,140,A duck quacks and a man speaks followed by crackling noise
7011,1ny6avN7KxQ,40,A baby is crying while a toddler is laughing
18691,6ngaOHfhhnI,2,An engine hums and a door is closed
18690,6ngX21uey_o,30,"A young male is speaking, a cat is meowing, water is splashing and gurgling, and a dog barks"
18693,6nm-_bM6bSI,30,Footsteps and oinks from a pig as wind blows
18692,6nhBb9rqKD4,30,A powerful motor idling
18695,6nr3SWNml9A,10,A large engine is idling and a siren goes off briefly as a man speaks over a radio
18694,6nposG_XwJ4,2,A large explosion then a man speaks
18697,6nug8uM4be0,50,A man speaking is joined by some rustling
18696,6nrz3u1B1_k,20,"An aircraft engine is running and decelerating, with high-pitched whine and hissing"
18699,6nvpe6V2Z80,30,A young man gives a speech with a crowd rustling
18698,6nvCF671bbY,70,"Water rushes by, some splashing then people speak and cheer"
84611,m8uioG_bmvg,30,A woman speaks while music speaks and a frog croaks and then a man speaks
84614,m9-g1PR6h_c,4,A sheep bleats multiple times
84615,m92zgm6gBtA,20,One frog croaks nearby while several frogs croak far away
40720,IhT-WxWAauI,30,Quacking and birds chirping
100137,xw2jSIEwsS4,0,A bus door opens and vehicles pass by
753,-HJZoEQ6Kok,10,A muffled sound is heard as a drill is also present
752,-HHQ_DDi4Ng,30,A woman is speaking and clanging objects together
751,-HHJHAF4WxE,30,Male speaking while motor vehicles passing by
750,-HCxERW__4g,30,A person is snoring
757,-HMciYs-pNI,190,A man using a drill before giving further direction
756,-HMV5ZZPkFo,10,Several birds are mining in the background. Birds call to each other. There's the faint sound of something brushing against the microphone
755,-HLTp7gPBEw,30,"Cats are heard meowing in the background of fuzzy audio, a man opens the door and says a few words"
754,-HJxeIFmUd0,30,"Woman speaking, another laughing while a kitten squeaks"
759,-HNUU7MtNsI,24,Speech over car starting
758,-HMspO2QlKU,30,Driving vehicle with low music in the background
40470,IYXZ_0krE8k,0,A whoosh moves from right to left
40471,IYcT9PEqo8Y,150,"A kid talks, yells and cries as another kid taunts"
40473,IYfSJXHiaMA,30,A sound plays then a dog barks and cow moos
18035,6VEpJ0BohIs,140,Something being torn and ripped
18034,6VAxX7tXYzQ,20,A muffled sound from something mechanical is running and vibrating constantly
18037,6VH7PWyMRIY,180,Wind is blowing and a man speaks softly at the end
18036,6VGTnqWVB5k,30,An engine is idling and clacking and something snaps
18031,6V59vVIvJ0w,30,A car in the distance is accelerating and roaring
18030,6V2uTY-MNGg,140,Fire engines blow their sirens and run their engines
18033,6V8Om5D_ye0,160,Rain is falling down and thunder cracks deeply
18032,6V67lKIWTb0,40,Woman speaking and a big splash follows
18039,6VJWBMh416c,30,A dog barks then growls then someone sighs and the dog growls again
18038,6VHso7_AFp0,10,Women speak and laugh
89698,pvgLGO0j1pM,30,A clock ticking with a faint plastic thump in the background
42775,K1BGwjX0gnc,30,Water running down stream
14558,4wOt1H8z850,150,Loud bells ringing
14559,4wTJTlJ_Rtw,130,"The car engine is started, tires squeal and the motor is revved up"
14552,4wFUVIf2xb4,12,Water running down softly from the stream
14553,4wFeIXC08qY,100,Man speaking followed by crumpling and heavy breathing
14550,4wAWu4g0wRQ,6,A person speaks and a motorized object speeds by
14551,4wBqKsd9jNA,50,Water is trickling and draining down somewhat quickly
14556,4wMUcrBFmz4,0,"People applaud, and a man talks"
14557,4wMcgyvf08M,30,People speaking and dogs barking
14554,4wKnpJeYZNM,27,A cricket is chirping and a frog is croaking
14555,4wLTQYPzlKg,20,A steam train is hissing and blows its whistle
30727,Cl_AZvhPOyc,0,"A person handles a tool, slightly breathes and drills an object"
30726,ClX8fRD1qGc,30,A vehicle is accelerating
30725,ClQRjRv8PCQ,180,A child laughs and a man speaks
30723,ClMwTJQmjsQ,30,Wind blows strongly while an engine works
82484,k_pQcinpcg8,60,Lightning strikes and thunder rings out
38130,H47E0jfCo0g,230,"Drums clash, followed by people clapping multiple times"
72832,dYCzLQYW3sg,30,Multiple birds tweeting and cooing male speaking while wings flap
72835,dYFiW7HUXag,14,A train approaches and blows a horn
72834,dYDSWIteW-0,70,Rustling and light wind
13782,4bDk1x5CMrs,190,Low whistling sound
13783,4bGk--MqCLU,30,"A horse is walking, the wind is blowing, and several young females are speaking"
13780,4b7dRgbjyok,110,"Sizzling is present, metal scraping occurs, and an adult male is speaking"
13781,4bAD3LC4qyg,30,Several sirens are blaring then stop
13786,4bKQ94Gevy8,30,Engines run while a man speaks followed by an emergency siren
13785,4bK9kjIXyGs,100,Birds chirping tweeting
13788,4bLxdnM8Wc0,30,A clock ticks over and over
13789,4bMVu_wLSbg,30,An engine is idling then revved up
31459,D9nUIsJyOw8,30,"A man talks, and then people laugh nearby, after which the person continues to talk"
5735,1I7sJIIhxLQ,27,Machine buzzes in the background while a man speaks
5734,1I74WAJGMB8,100,Mechanical beep followed by brief rustling
5737,1IB44BXXsEg,27,Vehicles pass and a crowd cheers
5736,1I9XicZH-pQ,80,Vehicles on a busy street
5731,1I4ww5AEN4U,2,Sirens wailing and engines running
5730,1I1qlLX0vK8,30,A woman is speaking
11319,3Z6mQII012o,30,Man giving a speech with banging in the background
11318,3Z6YDShJwCM,30,Loud explosion sounds
11317,3Z4jFlgwoEI,0,Man speaking with ticking in the background
11316,3Z0OkaIaPKM,30,Man giving speech and crowd laughing
11315,3Z-0Cn4uFjA,30,People are talking shouting in the background near a waterfall
11314,3Yz-TqSbvFM,30,"A small dog barks, a person shouts, and the dog whines"
11313,3YypZ-SiVjM,30,Loud wind and loud whirring sound
11312,3YyVTiN_m2s,13,Wind blows followed by a far away high pitched sound
11311,3YyKBMnd6Dk,40,"Kids shrieking and laughing, adult woman speaks"
11310,3YyDjkOkZ5I,40,Bells are clanging in different tones
19128,706Lzd73Ib4,50,"Something falls into water, followed by a man saying something. Then all of a sudden the man is laughing and making childish sounds and proceeds to flush the toilet"
19129,709SwCIcLF4,2,A baby cries and a person speaks
19120,7-wR5OzhDiI,200,A rooster is vocalizing itself while a man is saying something in very soft low frequency tone
19121,7-xOW0zenSY,280,A man speaking and children are making noises in the background
19122,7-z9-V7DbOA,30,A motor is started and revved loudly
19123,701KKc1BiLg,26,Wind is blowing and a man is talking over it and something jostles
19125,704x1zhSTuw,0,Voices are muffled by bells clanking to the rhythm of a horse moving forward
19126,705bASEIokI,60,A man is saying something very softly while drilling and strong winds are gusting and blowing in the background
19127,705wLhzLSD0,30,A woman is giving a speech in a foreign language and a crowd murmurs
88871,pJJ-RVCsyMs,30,A man performs a speech while another man speaks in the background and pigeons are cooing
88873,pJPn3bgqzyE,30,A person snores and breathes moderately at a regular pace
88874,pJRTXwKCLvA,70,A faucet running while people are talking
88877,pJdvx3GGcDk,30,Whistling and music
27491,B4l2nKMl2_U,30,A man is singing a song followed by children singing and talking
100609,yJJfuB-SnCg,110,Man talks while several people shouts and a sudden pop
27490,B4kOPWrRnJc,40,"Water splashes and gurgles, and crackling occurs"
27493,B4ncqB1EJt0,1,A ticktock sound is followed by a man speaking
47123,MqcKvgPcZxI,26,Humming of a train with a person speaking
47121,MqYBjHNV-Mk,30,A person speaks and then imitates a goat
27492,B4mpCoBqw5s,310,A man speaks with wind blowing hard
47126,Mqh2h-GM0G4,30,"People are talking outside followed by ducks quacking, flapping, and people running and laughing"
27495,B4sQuSWMUDc,120,Male child burping several times then giggling
47128,MqkVHY5hUoY,30,A screechy loud machine runs relentlessly the whole time
27494,B4pImkLTry4,80,"A loud humming, girl speaking and power tool motor"
15205,5DB_gRuRB2A,30,A man speaking and typing noise
15204,5D8HkpPRMZQ,30,"A woman speaking, some rustling"
15207,5DHzR1TwVzs,0,A speedboat on water
15206,5DGUHwBmdaM,130,"A man speaks, some banging and water dripping"
15201,5D03NQGHSrE,7,A fire trucks sirens going off followed by a strong gust of wind
15200,5CznDEW82U0,30,"A small click, faint mechanical humming"
15203,5D4leCm5iqk,30,"A man speaks, a sheep bleats in the distance"
15202,5D0atSU3TzI,30,A woman speaking on a microphone
82768,kmF5GyrJTB8,130,A race car accelerates very quickly
27496,B4sV5jE7zUM,30,A cat is growling and meowing
15209,5DK6mix1O3E,540,Clickety clank of a rail followed by blowing of horn
15208,5DJHZt6OW8Y,30,Low level ticking sound
39267,Hm23_ricTCY,160,A loud flying helicopter hums in the air not too far away
39266,Hly5zWCzi7Q,280,A man speaks followed by rustling and clicking with some scraping
39262,HljFr9rnSf8,60,"An adult male speaks, then rapid dull metal scraping and sawing occur"
80728,jIJV-Vq_LUc,90,A man speaks and motorcycles pass in the background
42513,JrNCF9Osh6o,340,Someone plays a video game with gunshots
19788,7IgDNHLU8w8,30,A male voice making a speech
19789,7IgLM7QeFrQ,70,Rain on surface and thunder striking
16578,5owAMw3f8iQ,5,A person whistling a tune
16579,5oy6ccg9Uxg,30,A crowd of people murmuring
19784,7IcHHjvLDuw,26,"Wind blows, then a helicopter passes as a horse neighs in the background and a woman yells an inaudible word"
19785,7IcaZeNHTY0,9,A man talks then something pops and then people begin yelling and talking
19786,7IdN3WI_DW4,30,A deep-throated car engine is being revved up
19787,7Idnr_DYHD4,19,Machines clack as a man and woman converse
19780,7IZ4W0Vpg6M,90,A frog croaks as a man and woman speak and laugh
19781,7IZyyDrHoEg,30,Water is flowing and several people are talking
19782,7I_lHhTmfjc,70,A man is whistling a long tune
16571,5ohCslwvxdw,40,"Man breathing, then talking, followed by shuffling of dishes across a surface"
97011,vZrazqopOFY,50,Gunshots are fired followed by a loud boom
27198,AvxWVvu0qeo,30,A crowd murmuring
12668,47PRjkR0M3I,30,A couple of men speak in a foreign language
12669,47QdjLDEejM,290,People talk while sirens blare
12666,47MR-rUOrx4,10,"A small dog is barking, and an adult female speaks in the background"
12667,47MkykZRE4c,30,Doves cooing and wings flapping
12664,47KGAT_H-Zk,1,Water is trickling then it sloshes down to the ground
12665,47LrHzW0SF0,60,"Bathtub filling, then stops and a woman speaking"
12662,47IfSoWzeRw,30,Inhaling and then a sneeze
12663,47J71uODtHM,30,Men and woman talking in crowd
12660,47HoDWotIlc,20,A man is speaking and crumpling plastic
12661,47I2wQrgUK8,210,Aircraft flying over into the distance and male speaking
100665,yLrqh20TKv0,280,A woman speaks and laughs with some faint chanting
69496,b6OUFYAICSA,30,Loud fire truck horn blows and the sirens come near while random traffic sounds are in the background
69495,b6O43keWoj0,30,Distant sounds of traffic and faint rattling
83937,ler-806THNk,120,A bus engine running idle with a crowd talking in the background followed by compressed air releasing
100661,yLW0Jd0_OAs,0,Several racing vehicles accelerating and revving while passing by alongside tires periodically skidding
69491,b6Fl0mSceHk,60,A stream of water gurgles as birds chirp in the background
100662,yLXkxxu8FIQ,140,A vehicle approaching nearby and then getting farther away.
100668,yLxAs1hxQtA,40,A man speaks over hissing steam
95528,uNqRP_Wv2iU,15,A cuckoo clock ticking and cooing alarm ringing
63630,Y1q2XXI5IHw,11,A vehicle accelerates then a horn is triggered
27199,Avz5rbII3kY,100,Rustling and crumpling
63634,Y1v9LZHRTWg,40,"A child burping, followed by a woman talking"
63636,Y1zPTJ_RGB0,0,Humming followed by two loud buzzes
95520,uNL9Cwt7g_4,340,Water flowing with a man speaking and some clinking then wind blowing and another man speaking
63638,Y23Xb4cO12Y,50,"Rain and a crack of thunder, a man speaks"
95527,uNnnCZoDSNY,440,A man speaks with some clicks then applause
19878,7LzcWBu-Y6A,20,Fingers typing on a keyboard
19879,7M-UwsQWiO8,17,An engine is started up the revs up a little
21068,7wQ66rwzgRs,100,A girl is talking and horse is trotting around
21069,7wQkSZnzsKM,510,"A motor vehicle engine is running, an adult male speaks, and hissing and a loud buzz occur"
21066,7wODqThG8rg,20,Computer keyboard being tapped
21067,7wQ-Ra28NQ4,120,An adult male speaks and birds call
19870,7LhT9eyxbpw,100,A man is talking in a foreign language to a woman on the phone
21065,7wNllKym7zM,30,Dog barking loudly
21062,7wDaMMRgGLY,30,"Numerous children are screaming, yelling and talking in excitement while something is being whistled and water is moving"
21063,7wJ0BUosrNI,160,Water splashing and several individuals speaking
21060,7w8SF8dYNFI,10,Light tapping noises followed by a sudden flush of a toilet
21061,7w8zZs9GyNA,20,Several ducks quacking
60083,VZ77srRruw4,510,Rain falls and distant thunder roars
81235,jfgDp9i-uNQ,28,Humming of a powerful engine
